N,e^delta,LemmaBound_NoMollifier,LemmaBound_Mollifier2,LemmaBound_Mollifier3,LemmaBound_Mollifier5,TriangleBound_NoMollifier,TriangleBound_Mollifier2,TriangleBound_Mollifier3,TriangleBound_Mollifier5
1752,1.000000016289,0.17987,0.55626,0.68092,0.72170,0.09813,0.51489,0.65309,0.69838
1753,1.000000016271,0.18005,0.55638,0.68102,0.72179,0.09836,0.51503,0.65320,0.69848
1754,1.000000016252,0.18024,0.55653,0.68114,0.72190,0.09858,0.51520,0.65334,0.69861
1755,1.000000016234,0.18043,0.55665,0.68125,0.72201,0.09881,0.51534,0.65347,0.69873
1756,1.000000016215,0.18062,0.55679,0.68138,0.72213,0.09904,0.51551,0.65361,0.69886
1757,1.000000016197,0.18081,0.55691,0.68147,0.72221,0.09927,0.51565,0.65372,0.69896
1758,1.000000016178,0.18100,0.55706,0.68161,0.72234,0.09949,0.51582,0.65387,0.69911
1759,1.000000016160,0.18119,0.55718,0.68170,0.72242,0.09972,0.51596,0.65398,0.69920
1760,1.000000016142,0.18137,0.55732,0.68182,0.72254,0.09994,0.51613,0.65412,0.69934
1761,1.000000016123,0.18156,0.55744,0.68193,0.72264,0.10017,0.51627,0.65425,0.69945
1762,1.000000016105,0.18175,0.55759,0.68206,0.72276,0.10040,0.51644,0.65439,0.69958
1763,1.000000016087,0.18194,0.55771,0.68215,0.72284,0.10062,0.51658,0.65450,0.69968
1764,1.000000016068,0.18212,0.55785,0.68228,0.72297,0.10085,0.51675,0.65465,0.69983
1765,1.000000016050,0.18231,0.55797,0.68238,0.72306,0.10107,0.51689,0.65476,0.69993
1766,1.000000016032,0.18250,0.55811,0.68250,0.72317,0.10130,0.51706,0.65490,0.70006
1767,1.000000016014,0.18269,0.55823,0.68261,0.72327,0.10152,0.51720,0.65503,0.70018
1768,1.000000015996,0.18287,0.55838,0.68273,0.72339,0.10175,0.51736,0.65517,0.70031
1769,1.000000015978,0.18306,0.55850,0.68283,0.72347,0.10197,0.51750,0.65528,0.70041
1770,1.000000015960,0.18325,0.55864,0.68296,0.72360,0.10220,0.51767,0.65543,0.70055
1771,1.000000015942,0.18343,0.55876,0.68305,0.72368,0.10242,0.51781,0.65554,0.70065
1772,1.000000015924,0.18362,0.55890,0.68317,0.72380,0.10265,0.51798,0.65568,0.70078
1773,1.000000015906,0.18380,0.55902,0.68328,0.72390,0.10287,0.51812,0.65580,0.70089
1774,1.000000015888,0.18399,0.55916,0.68340,0.72401,0.10309,0.51828,0.65594,0.70102
1775,1.000000015870,0.18418,0.55928,0.68350,0.72410,0.10332,0.51842,0.65605,0.70113
1776,1.000000015852,0.18436,0.55942,0.68362,0.72423,0.10354,0.51859,0.65620,0.70127
1777,1.000000015834,0.18455,0.55954,0.68372,0.72431,0.10376,0.51873,0.65631,0.70137
1778,1.000000015816,0.18473,0.55968,0.68384,0.72443,0.10398,0.51889,0.65645,0.70149
1779,1.000000015799,0.18492,0.55980,0.68395,0.72452,0.10421,0.51903,0.65657,0.70161
1780,1.000000015781,0.18510,0.55994,0.68407,0.72464,0.10443,0.51920,0.65671,0.70174
1781,1.000000015763,0.18529,0.56006,0.68416,0.72472,0.10465,0.51933,0.65682,0.70184
1782,1.000000015745,0.18547,0.56020,0.68429,0.72485,0.10487,0.51950,0.65696,0.70198
1783,1.000000015728,0.18566,0.56032,0.68438,0.72493,0.10510,0.51964,0.65707,0.70207
1784,1.000000015710,0.18584,0.56046,0.68450,0.72504,0.10532,0.51980,0.65721,0.70220
1785,1.000000015693,0.18603,0.56058,0.68461,0.72515,0.10554,0.51994,0.65733,0.70232
1786,1.000000015675,0.18621,0.56072,0.68473,0.72526,0.10576,0.52010,0.65747,0.70245
1787,1.000000015658,0.18639,0.56084,0.68482,0.72534,0.10598,0.52024,0.65758,0.70255
1788,1.000000015640,0.18658,0.56098,0.68495,0.72547,0.10620,0.52041,0.65773,0.70268
1789,1.000000015623,0.18676,0.56110,0.68505,0.72555,0.10642,0.52054,0.65783,0.70278
1790,1.000000015605,0.18694,0.56124,0.68517,0.72566,0.10664,0.52071,0.65797,0.70291
1791,1.000000015588,0.18713,0.56135,0.68527,0.72576,0.10686,0.52085,0.65809,0.70302
1792,1.000000015570,0.18731,0.56149,0.68539,0.72587,0.10708,0.52101,0.65823,0.70315
1793,1.000000015553,0.18749,0.56161,0.68548,0.72596,0.10730,0.52115,0.65834,0.70325
1794,1.000000015536,0.18768,0.56175,0.68561,0.72608,0.10752,0.52131,0.65848,0.70338
1795,1.000000015518,0.18786,0.56187,0.68570,0.72617,0.10774,0.52145,0.65859,0.70349
1796,1.000000015501,0.18804,0.56201,0.68582,0.72628,0.10796,0.52161,0.65873,0.70362
1797,1.000000015484,0.18822,0.56212,0.68593,0.72638,0.10818,0.52175,0.65885,0.70373
1798,1.000000015467,0.18841,0.56226,0.68605,0.72649,0.10840,0.52191,0.65899,0.70385
1799,1.000000015449,0.18859,0.56238,0.68614,0.72657,0.10862,0.52204,0.65909,0.70395
1800,1.000000015432,0.18877,0.56252,0.68627,0.72669,0.10884,0.52221,0.65924,0.70409
1801,1.000000015415,0.18895,0.56263,0.68636,0.72678,0.10906,0.52234,0.65935,0.70418
1802,1.000000015398,0.18913,0.56277,0.68648,0.72689,0.10927,0.52251,0.65948,0.70431
1803,1.000000015381,0.18932,0.56289,0.68658,0.72698,0.10949,0.52264,0.65960,0.70442
1804,1.000000015364,0.18950,0.56303,0.68670,0.72709,0.10971,0.52280,0.65974,0.70455
1805,1.000000015347,0.18968,0.56314,0.68679,0.72719,0.10993,0.52294,0.65984,0.70465
1806,1.000000015330,0.18986,0.56328,0.68692,0.72731,0.11014,0.52310,0.65999,0.70479
1807,1.000000015313,0.19004,0.56340,0.68701,0.72739,0.11036,0.52324,0.66009,0.70488
1808,1.000000015296,0.19022,0.56354,0.68713,0.72750,0.11058,0.52340,0.66023,0.70501
1809,1.000000015279,0.19040,0.56365,0.68723,0.72759,0.11080,0.52353,0.66035,0.70512
1810,1.000000015262,0.19058,0.56379,0.68735,0.72771,0.11101,0.52369,0.66048,0.70524
1811,1.000000015245,0.19076,0.56390,0.68744,0.72779,0.11123,0.52383,0.66059,0.70534
1812,1.000000015228,0.19094,0.56404,0.68757,0.72791,0.11145,0.52399,0.66073,0.70547
1813,1.000000015212,0.19112,0.56416,0.68766,0.72799,0.11166,0.52412,0.66084,0.70557
1814,1.000000015195,0.19130,0.56430,0.68778,0.72810,0.11188,0.52428,0.66097,0.70569
1815,1.000000015178,0.19148,0.56441,0.68788,0.72820,0.11209,0.52442,0.66109,0.70581
1816,1.000000015161,0.19166,0.56455,0.68800,0.72831,0.11231,0.52458,0.66123,0.70593
1817,1.000000015145,0.19184,0.56466,0.68809,0.72839,0.11252,0.52471,0.66133,0.70603
1818,1.000000015128,0.19202,0.56480,0.68821,0.72851,0.11274,0.52487,0.66148,0.70616
1819,1.000000015111,0.19220,0.56491,0.68830,0.72859,0.11295,0.52501,0.66158,0.70626
1820,1.000000015095,0.19238,0.56505,0.68842,0.72870,0.11317,0.52516,0.66171,0.70638
1821,1.000000015078,0.19256,0.56516,0.68852,0.72880,0.11338,0.52530,0.66183,0.70649
1822,1.000000015062,0.19274,0.56530,0.68864,0.72891,0.11360,0.52546,0.66197,0.70662
1823,1.000000015045,0.19291,0.56541,0.68873,0.72899,0.11381,0.52559,0.66207,0.70671
1824,1.000000015029,0.19309,0.56555,0.68885,0.72911,0.11403,0.52575,0.66221,0.70684
1825,1.000000015012,0.19327,0.56566,0.68894,0.72920,0.11424,0.52588,0.66232,0.70695
1826,1.000000014996,0.19345,0.56580,0.68906,0.72930,0.11445,0.52604,0.66245,0.70707
1827,1.000000014979,0.19363,0.56591,0.68916,0.72940,0.11467,0.52618,0.66257,0.70718
1828,1.000000014963,0.19380,0.56605,0.68928,0.72951,0.11488,0.52633,0.66270,0.70730
1829,1.000000014947,0.19398,0.56616,0.68937,0.72959,0.11510,0.52647,0.66281,0.70739
1830,1.000000014930,0.19416,0.56630,0.68949,0.72971,0.11531,0.52662,0.66295,0.70753
1831,1.000000014914,0.19434,0.56641,0.68958,0.72979,0.11552,0.52676,0.66305,0.70762
1832,1.000000014898,0.19451,0.56655,0.68970,0.72989,0.11573,0.52691,0.66318,0.70774
1833,1.000000014882,0.19469,0.56666,0.68980,0.72999,0.11595,0.52705,0.66330,0.70785
1834,1.000000014865,0.19487,0.56680,0.68991,0.73010,0.11616,0.52720,0.66343,0.70797
1835,1.000000014849,0.19505,0.56691,0.69000,0.73018,0.11637,0.52734,0.66354,0.70807
1836,1.000000014833,0.19522,0.56704,0.69013,0.73030,0.11658,0.52749,0.66368,0.70821
1837,1.000000014817,0.19540,0.56716,0.69022,0.73038,0.11679,0.52763,0.66378,0.70830
1838,1.000000014801,0.19557,0.56729,0.69033,0.73049,0.11701,0.52778,0.66391,0.70842
1839,1.000000014785,0.19575,0.56740,0.69043,0.73058,0.11722,0.52791,0.66403,0.70853
1840,1.000000014768,0.19593,0.56754,0.69055,0.73069,0.11743,0.52807,0.66416,0.70865
1841,1.000000014752,0.19610,0.56765,0.69064,0.73077,0.11764,0.52820,0.66426,0.70875
1842,1.000000014736,0.19628,0.56779,0.69076,0.73089,0.11785,0.52836,0.66440,0.70888
1843,1.000000014720,0.19645,0.56790,0.69085,0.73097,0.11806,0.52849,0.66450,0.70897
1844,1.000000014704,0.19663,0.56803,0.69096,0.73107,0.11827,0.52865,0.66463,0.70909
1845,1.000000014689,0.19681,0.56814,0.69106,0.73117,0.11848,0.52878,0.66475,0.70920
1846,1.000000014673,0.19698,0.56828,0.69118,0.73128,0.11869,0.52893,0.66488,0.70932
1847,1.000000014657,0.19716,0.56839,0.69127,0.73136,0.11890,0.52906,0.66498,0.70942
1848,1.000000014641,0.19733,0.56852,0.69139,0.73147,0.11911,0.52922,0.66512,0.70955
1849,1.000000014625,0.19751,0.56863,0.69148,0.73155,0.11932,0.52935,0.66523,0.70964
1850,1.000000014609,0.19768,0.56877,0.69159,0.73166,0.11953,0.52950,0.66536,0.70976
1851,1.000000014593,0.19785,0.56888,0.69169,0.73176,0.11974,0.52964,0.66547,0.70987
1852,1.000000014578,0.19803,0.56901,0.69180,0.73186,0.11995,0.52979,0.66560,0.70999
1853,1.000000014562,0.19820,0.56912,0.69189,0.73194,0.12016,0.52992,0.66570,0.71008
1854,1.000000014546,0.19838,0.56926,0.69201,0.73205,0.12037,0.53008,0.66584,0.71021
1855,1.000000014531,0.19855,0.56937,0.69210,0.73214,0.12058,0.53021,0.66594,0.71031
1856,1.000000014515,0.19873,0.56950,0.69221,0.73225,0.12079,0.53036,0.66607,0.71043
1857,1.000000014499,0.19890,0.56961,0.69231,0.73234,0.12099,0.53049,0.66619,0.71053
1858,1.000000014484,0.19907,0.56974,0.69243,0.73244,0.12120,0.53064,0.66632,0.71065
1859,1.000000014468,0.19925,0.56985,0.69251,0.73252,0.12141,0.53077,0.66642,0.71074
1860,1.000000014453,0.19942,0.56999,0.69263,0.73264,0.12162,0.53093,0.66655,0.71087
1861,1.000000014437,0.19959,0.57010,0.69272,0.73272,0.12182,0.53106,0.66666,0.71096
1862,1.000000014422,0.19977,0.57023,0.69283,0.73282,0.12203,0.53121,0.66678,0.71108
1863,1.000000014406,0.19994,0.57034,0.69293,0.73291,0.12224,0.53134,0.66690,0.71119
1864,1.000000014391,0.20011,0.57047,0.69305,0.73302,0.12245,0.53149,0.66703,0.71131
1865,1.000000014375,0.20028,0.57058,0.69313,0.73310,0.12265,0.53162,0.66713,0.71141
1866,1.000000014360,0.20046,0.57071,0.69325,0.73322,0.12286,0.53177,0.66726,0.71153
1867,1.000000014344,0.20063,0.57082,0.69334,0.73330,0.12307,0.53190,0.66737,0.71163
1868,1.000000014329,0.20080,0.57095,0.69345,0.73340,0.12327,0.53206,0.66749,0.71174
1869,1.000000014314,0.20097,0.57106,0.69355,0.73349,0.12348,0.53218,0.66761,0.71185
1870,1.000000014298,0.20114,0.57119,0.69366,0.73360,0.12369,0.53234,0.66774,0.71197
1871,1.000000014283,0.20132,0.57130,0.69375,0.73368,0.12389,0.53246,0.66784,0.71206
1872,1.000000014268,0.20149,0.57144,0.69387,0.73379,0.12410,0.53262,0.66797,0.71219
1873,1.000000014253,0.20166,0.57154,0.69395,0.73387,0.12430,0.53274,0.66807,0.71228
1874,1.000000014237,0.20183,0.57168,0.69406,0.73397,0.12451,0.53290,0.66820,0.71239
1875,1.000000014222,0.20200,0.57178,0.69416,0.73407,0.12471,0.53302,0.66831,0.71250
1876,1.000000014207,0.20217,0.57192,0.69427,0.73417,0.12492,0.53318,0.66844,0.71262
1877,1.000000014192,0.20234,0.57202,0.69436,0.73425,0.12512,0.53330,0.66854,0.71271
1878,1.000000014177,0.20252,0.57215,0.69448,0.73436,0.12533,0.53345,0.66867,0.71284
1879,1.000000014162,0.20269,0.57226,0.69457,0.73444,0.12553,0.53358,0.66877,0.71293
1880,1.000000014147,0.20286,0.57239,0.69468,0.73454,0.12574,0.53373,0.66890,0.71305
1881,1.000000014132,0.20303,0.57250,0.69478,0.73463,0.12594,0.53386,0.66901,0.71315
1882,1.000000014117,0.20320,0.57263,0.69489,0.73474,0.12614,0.53401,0.66914,0.71327
1883,1.000000014102,0.20337,0.57274,0.69497,0.73481,0.12635,0.53414,0.66924,0.71336
1884,1.000000014087,0.20354,0.57287,0.69509,0.73493,0.12655,0.53429,0.66937,0.71348
1885,1.000000014072,0.20371,0.57298,0.69517,0.73501,0.12676,0.53442,0.66947,0.71358
1886,1.000000014057,0.20388,0.57311,0.69528,0.73511,0.12696,0.53457,0.66960,0.71369
1887,1.000000014042,0.20405,0.57322,0.69538,0.73520,0.12716,0.53469,0.66971,0.71380
1888,1.000000014027,0.20422,0.57335,0.69549,0.73531,0.12736,0.53484,0.66984,0.71391
1889,1.000000014012,0.20439,0.57345,0.69558,0.73538,0.12757,0.53497,0.66993,0.71400
1890,1.000000013997,0.20455,0.57358,0.69569,0.73549,0.12777,0.53512,0.67007,0.71413
1891,1.000000013983,0.20472,0.57369,0.69578,0.73557,0.12797,0.53524,0.67017,0.71422
1892,1.000000013968,0.20489,0.57382,0.69589,0.73567,0.12818,0.53539,0.67029,0.71433
1893,1.000000013953,0.20506,0.57393,0.69599,0.73576,0.12838,0.53552,0.67040,0.71444
1894,1.000000013938,0.20523,0.57405,0.69610,0.73587,0.12858,0.53567,0.67053,0.71455
1895,1.000000013924,0.20540,0.57416,0.69618,0.73595,0.12878,0.53580,0.67063,0.71465
1896,1.000000013909,0.20557,0.57429,0.69630,0.73606,0.12898,0.53594,0.67076,0.71477
1897,1.000000013894,0.20574,0.57440,0.69638,0.73614,0.12918,0.53607,0.67086,0.71486
1898,1.000000013880,0.20590,0.57453,0.69649,0.73624,0.12939,0.53622,0.67098,0.71498
1899,1.000000013865,0.20607,0.57463,0.69659,0.73633,0.12959,0.53634,0.67109,0.71508
1900,1.000000013850,0.20624,0.57476,0.69670,0.73643,0.12979,0.53649,0.67122,0.71520
1901,1.000000013836,0.20641,0.57487,0.69678,0.73651,0.12999,0.53662,0.67132,0.71528
1902,1.000000013821,0.20658,0.57500,0.69690,0.73662,0.13019,0.53677,0.67145,0.71541
1903,1.000000013807,0.20674,0.57510,0.69698,0.73669,0.13039,0.53689,0.67154,0.71550
1904,1.000000013792,0.20691,0.57523,0.69709,0.73679,0.13059,0.53704,0.67167,0.71561
1905,1.000000013778,0.20708,0.57534,0.69719,0.73689,0.13079,0.53716,0.67178,0.71572
1906,1.000000013763,0.20724,0.57546,0.69729,0.73699,0.13099,0.53731,0.67190,0.71583
1907,1.000000013749,0.20741,0.57557,0.69738,0.73706,0.13119,0.53744,0.67200,0.71592
1908,1.000000013735,0.20758,0.57570,0.69749,0.73717,0.13139,0.53758,0.67213,0.71604
1909,1.000000013720,0.20774,0.57580,0.69758,0.73725,0.13159,0.53771,0.67223,0.71613
1910,1.000000013706,0.20791,0.57593,0.69769,0.73735,0.13179,0.53785,0.67235,0.71624
1911,1.000000013691,0.20808,0.57604,0.69778,0.73744,0.13199,0.53798,0.67246,0.71635
1912,1.000000013677,0.20824,0.57616,0.69789,0.73754,0.13219,0.53813,0.67258,0.71646
1913,1.000000013663,0.20841,0.57627,0.69797,0.73762,0.13239,0.53825,0.67268,0.71655
1914,1.000000013649,0.20858,0.57640,0.69809,0.73772,0.13258,0.53840,0.67281,0.71667
1915,1.000000013634,0.20874,0.57650,0.69817,0.73781,0.13278,0.53852,0.67291,0.71676
1916,1.000000013620,0.20891,0.57663,0.69828,0.73791,0.13298,0.53867,0.67303,0.71688
1917,1.000000013606,0.20907,0.57673,0.69837,0.73799,0.13318,0.53879,0.67314,0.71698
1918,1.000000013592,0.20924,0.57686,0.69848,0.73809,0.13338,0.53894,0.67326,0.71709
1919,1.000000013578,0.20941,0.57696,0.69857,0.73817,0.13358,0.53906,0.67336,0.71718
1920,1.000000013563,0.20957,0.57709,0.69868,0.73828,0.13377,0.53921,0.67349,0.71730
1921,1.000000013549,0.20974,0.57720,0.69876,0.73835,0.13397,0.53933,0.67359,0.71739
1922,1.000000013535,0.20990,0.57732,0.69887,0.73845,0.13417,0.53947,0.67371,0.71750
1923,1.000000013521,0.21007,0.57743,0.69896,0.73854,0.13437,0.53960,0.67382,0.71760
1924,1.000000013507,0.21023,0.57755,0.69907,0.73864,0.13456,0.53974,0.67394,0.71771
1925,1.000000013493,0.21040,0.57766,0.69915,0.73872,0.13476,0.53986,0.67403,0.71780
1926,1.000000013479,0.21056,0.57778,0.69927,0.73883,0.13496,0.54001,0.67416,0.71793
1927,1.000000013465,0.21072,0.57789,0.69935,0.73890,0.13515,0.54013,0.67426,0.71801
1928,1.000000013451,0.21089,0.57801,0.69946,0.73900,0.13535,0.54028,0.67438,0.71812
1929,1.000000013437,0.21105,0.57812,0.69955,0.73909,0.13555,0.54040,0.67449,0.71822
1930,1.000000013423,0.21122,0.57824,0.69966,0.73919,0.13574,0.54054,0.67461,0.71834
1931,1.000000013409,0.21138,0.57835,0.69974,0.73926,0.13594,0.54067,0.67470,0.71842
1932,1.000000013395,0.21154,0.57847,0.69985,0.73937,0.13613,0.54081,0.67483,0.71854
1933,1.000000013382,0.21171,0.57857,0.69993,0.73945,0.13633,0.54093,0.67493,0.71863
1934,1.000000013368,0.21187,0.57870,0.70004,0.73954,0.13653,0.54108,0.67505,0.71874
1935,1.000000013354,0.21203,0.57880,0.70013,0.73964,0.13672,0.54120,0.67516,0.71884
1936,1.000000013340,0.21220,0.57893,0.70024,0.73973,0.13692,0.54134,0.67528,0.71896
1937,1.000000013326,0.21236,0.57903,0.70032,0.73981,0.13711,0.54146,0.67537,0.71904
1938,1.000000013313,0.21252,0.57916,0.70043,0.73991,0.13731,0.54161,0.67550,0.71916
1939,1.000000013299,0.21269,0.57926,0.70052,0.73999,0.13750,0.54173,0.67559,0.71925
1940,1.000000013285,0.21285,0.57938,0.70062,0.74009,0.13770,0.54187,0.67571,0.71936
1941,1.000000013272,0.21301,0.57949,0.70072,0.74017,0.13789,0.54199,0.67582,0.71946
1942,1.000000013258,0.21318,0.57961,0.70082,0.74027,0.13808,0.54214,0.67594,0.71957
1943,1.000000013244,0.21334,0.57971,0.70090,0.74035,0.13828,0.54226,0.67604,0.71965
1944,1.000000013231,0.21350,0.57984,0.70101,0.74045,0.13847,0.54240,0.67616,0.71977
1945,1.000000013217,0.21366,0.57994,0.70110,0.74053,0.13867,0.54252,0.67626,0.71986
1946,1.000000013203,0.21382,0.58006,0.70120,0.74063,0.13886,0.54266,0.67638,0.71997
1947,1.000000013190,0.21399,0.58017,0.70129,0.74071,0.13905,0.54278,0.67648,0.72007
1948,1.000000013176,0.21415,0.58029,0.70140,0.74081,0.13925,0.54293,0.67660,0.72018
1949,1.000000013163,0.21431,0.58039,0.70148,0.74089,0.13944,0.54305,0.67670,0.72027
1950,1.000000013149,0.21447,0.58052,0.70159,0.74099,0.13963,0.54319,0.67682,0.72039
1951,1.000000013136,0.21463,0.58062,0.70167,0.74106,0.13983,0.54331,0.67692,0.72047
1952,1.000000013122,0.21479,0.58074,0.70177,0.74116,0.14002,0.54345,0.67703,0.72058
1953,1.000000013109,0.21495,0.58084,0.70187,0.74125,0.14021,0.54357,0.67714,0.72068
1954,1.000000013096,0.21512,0.58097,0.70197,0.74134,0.14040,0.54371,0.67726,0.72079
1955,1.000000013082,0.21528,0.58107,0.70205,0.74142,0.14060,0.54383,0.67735,0.72088
1956,1.000000013069,0.21544,0.58119,0.70216,0.74153,0.14079,0.54397,0.67748,0.72100
1957,1.000000013055,0.21560,0.58129,0.70224,0.74160,0.14098,0.54409,0.67757,0.72108
1958,1.000000013042,0.21576,0.58141,0.70235,0.74170,0.14117,0.54424,0.67769,0.72119
1959,1.000000013029,0.21592,0.58152,0.70244,0.74178,0.14136,0.54436,0.67780,0.72129
1960,1.000000013015,0.21608,0.58164,0.70254,0.74188,0.14156,0.54450,0.67791,0.72140
1961,1.000000013002,0.21624,0.58174,0.70262,0.74195,0.14175,0.54462,0.67801,0.72148
1962,1.000000012989,0.21640,0.58186,0.70273,0.74206,0.14194,0.54476,0.67813,0.72160
1963,1.000000012976,0.21656,0.58196,0.70281,0.74213,0.14213,0.54488,0.67823,0.72168
1964,1.000000012962,0.21672,0.58209,0.70292,0.74223,0.14232,0.54502,0.67834,0.72179
1965,1.000000012949,0.21688,0.58219,0.70301,0.74231,0.14251,0.54513,0.67845,0.72189
1966,1.000000012936,0.21704,0.58231,0.70311,0.74241,0.14270,0.54527,0.67856,0.72200
1967,1.000000012923,0.21720,0.58241,0.70319,0.74248,0.14289,0.54539,0.67866,0.72208
1968,1.000000012910,0.21736,0.58253,0.70330,0.74259,0.14308,0.54553,0.67878,0.72220
1969,1.000000012897,0.21752,0.58263,0.70338,0.74266,0.14327,0.54565,0.67887,0.72228
1970,1.000000012884,0.21768,0.58275,0.70348,0.74276,0.14346,0.54579,0.67899,0.72239
1971,1.000000012871,0.21783,0.58285,0.70358,0.74284,0.14365,0.54591,0.67910,0.72249
1972,1.000000012858,0.21799,0.58297,0.70368,0.74293,0.14384,0.54605,0.67921,0.72260
1973,1.000000012845,0.21815,0.58308,0.70376,0.74301,0.14403,0.54617,0.67930,0.72268
1974,1.000000012831,0.21831,0.58320,0.70387,0.74311,0.14422,0.54631,0.67943,0.72279
1975,1.000000012819,0.21847,0.58330,0.70395,0.74319,0.14441,0.54643,0.67952,0.72288
1976,1.000000012806,0.21863,0.58342,0.70405,0.74328,0.14460,0.54656,0.67964,0.72299
1977,1.000000012793,0.21879,0.58352,0.70414,0.74337,0.14479,0.54668,0.67974,0.72309
1978,1.000000012780,0.21894,0.58364,0.70424,0.74346,0.14498,0.54682,0.67986,0.72319
1979,1.000000012767,0.21910,0.58374,0.70432,0.74353,0.14517,0.54694,0.67995,0.72328
1980,1.000000012754,0.21926,0.58386,0.70443,0.74364,0.14536,0.54708,0.68007,0.72339
1981,1.000000012741,0.21942,0.58396,0.70451,0.74371,0.14554,0.54719,0.68016,0.72348
1982,1.000000012728,0.21958,0.58408,0.70461,0.74380,0.14573,0.54733,0.68028,0.72358
1983,1.000000012715,0.21973,0.58418,0.70470,0.74389,0.14592,0.54745,0.68038,0.72368
1984,1.000000012702,0.21989,0.58430,0.70480,0.74398,0.14611,0.54759,0.68050,0.72378
1985,1.000000012690,0.22005,0.58440,0.70488,0.74406,0.14630,0.54771,0.68059,0.72387
1986,1.000000012677,0.22021,0.58452,0.70499,0.74416,0.14648,0.54784,0.68071,0.72399
1987,1.000000012664,0.22036,0.58462,0.70507,0.74423,0.14667,0.54796,0.68080,0.72407
1988,1.000000012651,0.22052,0.58474,0.70517,0.74432,0.14686,0.54810,0.68092,0.72418
1989,1.000000012639,0.22068,0.58484,0.70526,0.74441,0.14705,0.54821,0.68102,0.72427
1990,1.000000012626,0.22083,0.58496,0.70536,0.74450,0.14723,0.54835,0.68114,0.72438
1991,1.000000012613,0.22099,0.58506,0.70544,0.74457,0.14742,0.54847,0.68123,0.72446
1992,1.000000012601,0.22115,0.58517,0.70555,0.74468,0.14761,0.54861,0.68135,0.72457
1993,1.000000012588,0.22130,0.58527,0.70562,0.74475,0.14779,0.54872,0.68144,0.72466
1994,1.000000012575,0.22146,0.58539,0.70572,0.74484,0.14798,0.54886,0.68155,0.72476
1995,1.000000012563,0.22161,0.58549,0.70581,0.74493,0.14817,0.54897,0.68166,0.72486
1996,1.000000012550,0.22177,0.58561,0.70591,0.74502,0.14835,0.54911,0.68177,0.72497
1997,1.000000012538,0.22193,0.58571,0.70599,0.74509,0.14854,0.54923,0.68186,0.72505
1998,1.000000012525,0.22208,0.58583,0.70610,0.74519,0.14872,0.54936,0.68198,0.72516
1999,1.000000012513,0.22224,0.58593,0.70618,0.74526,0.14891,0.54948,0.68207,0.72524
2000,1.000000012500,0.22239,0.58604,0.70628,0.74536,0.14910,0.54962,0.68219,0.72535
